order_total,number_of_items,average_item_price,is_new_user,account_age_days,shipping_distance,billing_shipping_match,order_hour,is_night_order,orders_in_last_hour,is_fraud
130.33,8,16.29,0,171,25.69,1,10,0,0,0
171.73,4,42.93,0,258,6.89,1,9,0,1,0
66.99,6,11.16,0,318,8.93,1,6,0,0,0
63.26,5,12.65,0,77,34.12,1,9,0,0,0
257.51,4,64.38,0,40,53.01,1,14,0,0,0
77.26,3,25.75,0,59,18.66,1,18,0,1,0
106.82,8,13.35,0,777,15.33,1,15,0,0,0
91.65,5,18.33,0,584,7.11,1,19,0,0,0
85.01,5,17.0,0,30,39.05,1,21,0,1,0
124.85,9,13.87,0,67,22.48,1,15,0,1,0
89.53,4,22.38,0,209,45.42,1,11,0,1,0
101.25,2,50.62,0,45,53.68,1,10,0,1,0
89.58,3,29.86,0,45,13.0,1,15,0,0,0
150.88,3,50.29,0,245,44.19,1,7,0,0,0
76.51,2,38.26,0,901,11.87,1,8,0,0,0
175.45,4,43.86,0,215,31.98,1,18,0,0,0
52.12,4,13.03,0,515,38.31,1,15,0,0,0
141.96,3,47.32,0,33,48.27,1,16,0,0,0
83.54,2,41.77,0,177,6.59,1,14,0,0,0
88.48,2,44.24,0,96,40.45,1,12,0,0,0
123.11,5,24.62,0,159,48.02,1,19,0,0,0
122.78,4,30.7,0,191,11.14,1,11,0,3,0
164.65,8,20.58,0,158,30.65,1,19,0,1,0
150.25,6,25.04,0,144,42.05,1,8,0,0,0
144.3,4,36.08,0,70,46.9,1,12,0,0,0
228.76,3,76.25,0,337,1.0,1,11,0,0,0
109.73,2,54.87,0,123,27.56,1,13,0,0,0
169.98,3,56.66,0,239,33.82,1,20,0,0,0
176.47,4,44.12,0,77,27.88,1,11,0,0,0
151.02,2,75.51,0,469,21.68,1,8,0,1,0
149.22,6,24.87,0,160,24.18,1,11,0,0,0
73.84,4,18.46,0,110,34.68,1,6,0,1,0
118.59,4,29.65,0,83,22.38,1,13,0,0,0
230.86,2,115.43,0,77,29.02,1,11,0,0,0
114.3,3,38.1,0,189,1.27,1,19,0,0,0
210.46,7,30.07,0,865,14.62,1,13,0,0,0
70.45,2,35.23,0,350,36.39,1,19,0,1,0
163.3,1,163.3,0,49,8.06,1,10,0,1,0
47.2,2,23.6,0,35,2.07,1,6,0,0,0
111.93,3,37.31,0,200,34.08,1,13,0,3,0
197.92,10,19.79,0,108,29.23,1,7,0,0,0
139.66,6,23.28,0,112,25.86,1,20,0,1,0
117.64,6,19.61,0,874,4.88,1,22,0,0,0
237.4,4,59.35,0,209,27.7,1,15,0,1,0
93.9,6,15.65,0,39,2.83,1,11,0,1,0
152.26,6,25.38,0,85,33.3,1,10,0,0,0
93.52,3,31.17,0,76,26.96,1,14,0,0,0
113.61,5,22.72,0,385,18.19,1,14,0,1,0
220.66,4,55.16,0,261,16.7,1,21,0,0,0
240.49,2,120.25,0,444,42.02,1,12,0,1,0
224.63,5,44.93,0,814,32.94,1,15,0,0,0
82.57,5,16.51,0,172,12.67,1,11,0,0,0
199.03,3,66.34,0,36,1.0,1,22,0,0,0
75.72,4,18.93,0,186,27.72,1,9,0,1,0
163.31,5,32.66,0,324,9.84,1,14,0,0,0
149.64,3,49.88,0,95,1.0,1,22,0,2,0
141.86,5,28.37,0,287,3.88,1,6,0,0,0
112.27,5,22.45,0,569,21.46,1,20,0,0,0
150.52,1,150.52,0,55,38.89,1,17,0,1,0
142.18,4,35.55,0,841,16.46,1,11,0,1,0
74.1,6,12.35,0,623,28.62,1,12,0,0,0
172.52,3,57.51,0,124,22.11,1,11,0,1,0
51.67,6,8.61,0,41,15.19,1,22,0,0,0
2832.75,1,176.4,0,235,59.98,0,3,1,0,1
189.66,7,27.09,0,131,22.82,1,19,0,1,0
116.59,5,23.32,0,121,27.96,1,12,0,1,0
153.77,4,38.44,0,33,11.8,1,14,0,1,0
83.04,2,41.52,0,58,9.64,1,16,0,0,0
180.67,5,36.13,0,200,60.01,1,10,0,0,0
222.0,5,44.4,0,256,41.07,1,14,0,0,0
147.04,2,73.52,0,277,28.95,1,17,0,0,0
10.0,2,5.0,0,180,35.98,1,16,0,0,0
161.31,2,80.66,0,90,27.06,1,11,0,1,0
163.27,3,54.42,0,257,29.79,1,8,0,0,0
214.12,6,35.69,0,42,34.1,1,9,0,0,0
149.8,7,21.4,0,176,7.63,1,14,0,0,0
10.0,4,2.5,0,129,1.0,1,16,0,0,0
142.73,3,47.58,0,79,22.5,1,17,0,1,0
141.41,2,70.7,0,185,26.57,1,10,0,1,0
142.9,6,23.82,0,214,3.4,1,15,0,0,0
145.66,4,36.41,0,165,33.97,1,8,0,0,0
55.85,6,9.31,0,98,32.04,1,12,0,0,0
85.89,4,21.47,0,341,11.47,1,12,0,0,0
145.25,5,29.05,0,222,23.85,1,13,0,0,0
145.39,1,145.39,0,377,38.9,1,11,0,0,0
187.3,4,46.83,0,92,28.44,1,16,0,0,0
109.4,3,36.47,0,547,36.89,1,9,0,0,0
33.01,3,11.0,0,102,30.18,1,9,0,1,0
102.39,2,51.2,0,204,30.75,1,9,0,0,0
60.19,5,12.04,0,135,15.92,1,13,0,1,0
102.62,5,20.52,0,55,22.02,1,14,0,0,0
126.2,5,25.24,0,432,8.99,1,17,0,0,0
136.16,4,34.04,0,216,15.82,1,10,0,0,0
125.24,2,62.62,0,63,14.04,1,22,0,0,0
44.93,6,7.49,0,178,2.01,1,6,0,0,0
145.04,7,20.72,0,122,20.11,1,17,0,0,0
161.68,6,26.95,0,155,39.96,1,16,0,1,0
148.86,5,29.77,0,86,42.54,1,11,0,0,0
31.07,5,6.21,0,626,13.72,1,21,0,0,0
178.14,1,178.14,0,356,43.98,1,16,0,0,0
68.35,6,11.39,0,308,17.02,1,7,0,0,0
102.48,6,17.08,0,120,18.94,1,14,0,0,0
111.39,2,55.7,0,419,67.11,1,22,0,0,0
92.71,2,46.35,0,187,9.4,1,16,0,1,0
85.0,8,10.62,0,222,25.58,1,14,0,0,0
163.12,4,40.78,0,42,22.6,1,6,0,2,0
106.26,5,21.25,0,36,31.38,1,20,0,0,0
141.46,3,47.15,0,68,25.97,1,17,0,0,0
69.29,4,17.32,0,58,33.3,1,15,0,1,0
15.32,2,7.66,0,36,25.08,1,12,0,0,0
103.04,3,34.35,0,78,27.44,1,6,0,0,0
116.15,7,16.59,0,228,29.93,1,6,0,2,0
144.94,2,72.47,0,78,17.17,1,13,0,0,0
167.71,3,55.9,0,59,45.01,1,7,0,0,0
91.1,4,22.77,0,170,16.08,1,9,0,0,0
241.86,5,48.37,0,79,5.58,1,8,0,1,0
36.17,5,7.23,0,244,43.33,1,14,0,2,0
97.11,3,32.37,0,139,5.19,1,10,0,0,0
56.86,3,18.95,0,222,17.87,1,8,0,1,0
114.25,6,19.04,0,258,46.11,1,13,0,0,0
128.39,3,42.8,0,476,39.94,1,6,0,0,0
89.72,2,44.86,0,81,32.7,1,20,0,0,0
126.99,6,21.16,0,86,4.64,1,17,0,1,0
130.17,6,21.69,0,79,29.56,1,12,0,0,0
139.07,2,69.53,0,324,33.4,1,20,0,1,0
156.1,1,156.1,0,65,5.47,1,21,0,0,0
151.02,3,50.34,0,78,37.88,1,12,0,0,0
71.9,2,35.95,0,238,24.35,1,10,0,0,0
244.56,3,81.52,0,58,21.56,1,21,0,0,0
135.68,3,45.23,0,140,18.78,1,21,0,0,0
142.21,2,71.11,0,86,33.76,1,19,0,1,0
200.56,4,50.14,0,141,9.0,1,15,0,2,0
200.8,5,40.16,0,37,6.08,1,21,0,0,0
10.0,5,2.0,0,424,26.52,1,20,0,0,0
125.69,2,62.84,0,88,30.9,1,13,0,0,0
10.0,5,2.0,0,606,45.03,1,20,0,0,0
63.68,8,7.96,0,183,1.0,1,7,0,0,0
197.83,2,98.92,0,202,13.12,1,15,0,0,0
150.01,1,150.01,0,77,37.8,1,9,0,0,0
148.42,5,29.68,0,331,32.6,1,16,0,0,0
147.28,3,49.09,0,310,24.01,1,12,0,1,0
88.1,3,29.37,0,912,8.64,1,7,0,0,0
144.14,3,48.05,0,313,44.81,1,20,0,1,0
148.38,3,49.46,0,273,21.8,1,7,0,0,0
119.14,1,119.14,0,460,22.05,1,16,0,0,0
117.32,5,23.46,0,90,19.17,1,14,0,1,0
218.08,7,31.15,0,182,57.88,1,13,0,0,0
112.13,5,22.43,0,41,19.85,1,21,0,0,0
116.9,3,38.97,0,688,11.91,1,20,0,1,0
168.26,4,42.06,0,399,41.26,1,13,0,0,0
109.25,4,27.31,0,37,23.57,1,17,0,0,0
195.56,3,65.19,0,147,25.8,1,17,0,4,0
125.52,6,20.92,0,84,32.14,1,10,0,0,0
126.37,5,25.27,0,518,1.0,1,16,0,0,0
119.95,6,19.99,0,136,37.37,1,13,0,1,0
79.68,5,15.94,0,40,48.54,1,13,0,2,0
161.39,2,80.69,0,255,7.45,1,10,0,0,0
91.23,5,18.25,0,233,31.76,1,16,0,0,0
667.22,5,17.7,0,202,611.91,1,15,0,1,1
150.35,3,50.12,0,176,54.86,1,14,0,1,0
112.07,4,28.02,0,68,17.14,1,14,0,0,0
134.34,4,33.59,0,175,25.89,1,10,0,0,0
129.82,5,25.96,0,158,19.67,1,14,0,0,0
94.69,5,18.94,0,161,24.18,1,7,0,0,0
41.9,6,6.98,0,201,26.62,1,17,0,1,0
10.0,5,2.0,0,41,51.66,1,10,0,0,0
20.51,3,6.84,0,304,8.46,1,8,0,0,0
81.15,4,20.29,0,139,33.84,1,14,0,0,0
117.76,6,19.63,0,201,1.0,1,18,0,1,0
28.47,6,4.75,0,41,7.69,1,13,0,0,0
73.79,2,36.9,0,55,11.87,1,12,0,1,0
138.21,2,69.11,0,1182,44.08,1,16,0,1,0
113.56,5,22.71,0,172,49.09,1,11,0,0,0
97.87,2,48.94,0,46,30.3,1,18,0,1,0
63.5,3,21.17,0,185,51.32,1,22,0,1,0
149.07,2,74.53,0,103,3.72,1,9,0,3,0
168.87,4,42.22,0,45,1.0,1,12,0,0,0
114.33,5,22.87,0,410,31.71,1,14,0,0,0
245.26,8,30.66,0,276,18.61,1,18,0,0,0
33.12,6,5.52,0,42,50.26,1,17,0,0,0
119.87,3,39.96,0,436,8.99,1,8,0,1,0
120.08,3,40.03,0,39,46.21,1,9,0,1,0
215.01,3,71.67,0,332,8.23,1,8,0,2,0
94.54,1,94.54,0,78,37.11,1,10,0,0,0
54.03,7,7.72,0,325,20.8,1,16,0,0,0
90.58,3,30.19,0,266,36.69,1,22,0,0,0
190.8,1,190.8,0,113,12.84,1,22,0,0,0
41.48,5,8.3,0,87,19.33,1,7,0,0,0
111.09,7,15.87,0,243,26.95,1,15,0,2,0
126.36,5,25.27,0,497,23.77,1,12,0,0,0
131.14,4,32.78,0,120,2.95,1,18,0,2,0
273.91,2,136.96,0,900,30.8,1,18,0,0,0
126.18,4,31.55,0,67,25.36,1,16,0,0,0
36.13,3,12.04,0,137,43.04,1,11,0,1,0
109.35,3,36.45,0,193,5.47,1,21,0,0,0
173.35,5,34.67,0,249,42.88,1,10,0,2,0
49.71,1,49.71,0,105,6.39,1,22,0,2,0
130.61,3,43.54,0,162,30.24,1,17,0,0,0
197.43,4,49.36,0,201,25.83,1,18,0,1,0
112.58,8,14.07,0,206,36.15,1,17,0,0,0
45.04,3,15.01,0,193,8.38,1,6,0,1,0
208.07,6,34.68,0,61,24.55,1,21,0,1,0
156.63,2,78.31,0,32,5.22,1,10,0,0,0
1614.12,15,107.61,0,279,27.88,1,10,0,2,1
96.97,4,24.24,0,213,22.56,1,22,0,0,0
40.9,4,10.22,0,105,34.01,1,8,0,0,0
250.19,2,125.09,0,97,19.91,1,7,0,1,0
158.72,3,52.91,0,32,45.53,1,14,0,0,0
114.43,5,22.89,0,220,10.0,1,16,0,2,0
122.39,4,30.6,0,170,7.86,1,10,0,0,0
148.86,4,37.22,0,326,36.65,1,19,0,0,0
55.86,2,27.93,0,149,29.5,1,10,0,0,0
113.19,5,22.64,0,68,8.81,1,11,0,0,0
15.38,2,7.69,0,38,35.64,1,21,0,1,0
132.44,1,132.44,0,321,14.96,1,21,0,0,0
81.56,3,27.19,0,525,29.76,1,22,0,0,0
132.8,5,26.56,0,460,31.72,1,8,0,1,0
135.45,2,67.72,0,116,40.74,1,6,0,1,0
166.15,6,27.69,0,87,1.0,1,22,0,0,0
36.78,1,36.78,0,84,12.71,1,11,0,0,0
76.96,2,38.48,0,92,23.29,1,10,0,0,0
100.4,3,33.47,0,43,17.85,1,14,0,0,0
187.58,7,26.8,0,30,22.64,1,9,0,0,0
266.33,3,88.78,0,81,37.52,1,8,0,0,0
57.81,7,8.26,0,197,44.7,1,17,0,1,0
10.0,4,2.5,0,324,32.24,1,11,0,1,0
175.33,9,19.48,0,411,23.05,1,20,0,0,0
90.96,2,45.48,0,199,37.07,1,8,0,1,0
196.24,6,32.71,0,61,40.92,1,8,0,1,0
94.44,2,47.22,0,818,10.13,1,9,0,2,0
77.4,3,25.8,0,64,29.24,1,10,0,0,0
116.16,4,29.04,0,181,1.0,1,8,0,0,0
141.29,4,35.32,0,203,30.9,1,8,0,0,0
183.24,1,183.24,0,160,1.0,1,19,0,0,0
124.8,2,62.4,0,59,30.22,1,20,0,0,0
151.29,4,37.82,0,269,26.26,1,22,0,1,0
72.77,2,36.38,0,292,32.21,1,9,0,0,0
160.14,5,32.03,0,315,16.06,1,7,0,3,0
169.61,6,28.27,0,51,31.28,1,8,0,1,0
110.83,5,22.17,0,215,41.32,1,7,0,0,0
241.33,4,60.33,0,339,52.47,1,12,0,0,0
95.12,2,47.56,0,374,59.12,1,17,0,1,0
143.35,2,71.67,0,213,25.01,1,19,0,0,0
125.32,2,62.66,0,220,17.62,1,18,0,1,0
112.04,4,28.01,0,214,53.69,1,13,0,1,0
112.16,5,22.43,0,92,24.79,1,17,0,1,0
95.77,2,47.88,0,101,37.84,1,8,0,1,0
105.73,6,17.62,0,105,18.84,1,20,0,1,0
10.0,4,2.5,0,319,18.22,1,8,0,0,0
125.26,4,31.32,0,338,27.63,1,17,0,0,0
101.42,9,11.27,0,32,1.0,1,22,0,1,0
111.71,2,55.85,0,126,25.05,1,8,0,1,0
12.83,6,2.14,0,349,31.17,1,16,0,0,0
133.93,3,44.64,0,31,6.95,1,20,0,0,0
238.08,3,79.36,0,139,7.09,1,18,0,1,0
85.23,3,28.41,0,637,28.81,1,11,0,2,0
64.72,3,21.57,0,48,13.91,1,18,0,0,0
222.58,3,74.19,0,180,36.63,1,11,0,0,0
64.5,4,16.12,0,51,18.03,1,14,0,0,0
141.32,1,141.32,0,44,1.0,1,9,0,0,0
23.22,6,3.87,0,428,26.04,1,21,0,1,0
277.47,5,55.49,0,368,45.12,1,19,0,0,0
227.07,5,45.41,0,114,22.52,1,20,0,0,0
10.0,4,2.5,0,60,24.91,1,9,0,0,0
125.89,4,31.47,0,50,45.25,1,20,0,1,0
106.5,1,106.5,0,111,35.19,1,21,0,1,0
84.09,5,16.82,0,313,48.81,1,16,0,0,0
132.32,2,66.16,0,278,36.89,1,12,0,0,0
128.36,3,42.79,0,256,13.91,1,6,0,0,0
138.06,7,19.72,0,130,14.69,1,11,0,0,0
60.42,2,30.21,0,508,31.94,1,17,0,0,0
129.51,7,18.5,0,41,39.92,1,11,0,0,0
48.19,3,16.06,0,832,38.41,1,13,0,2,0
195.56,7,27.94,0,363,44.06,1,20,0,0,0
59.8,4,14.95,0,419,35.62,1,13,0,1,0
4668.41,10,466.84,0,183,35.58,1,18,0,0,1
83.73,1,83.73,0,50,37.96,1,6,0,1,0
66.28,5,13.26,0,157,18.88,1,14,0,0,0
66.54,5,13.31,0,143,34.85,1,13,0,0,0
196.67,6,32.78,0,89,33.56,1,8,0,0,0
64.94,3,21.65,0,59,30.96,1,21,0,0,0
83.2,4,20.8,0,179,12.89,1,6,0,0,0
48.85,5,9.77,0,194,37.48,1,22,0,0,0
144.05,3,48.02,0,93,31.12,1,8,0,0,0
142.93,6,23.82,0,490,10.14,1,9,0,1,0
130.49,5,26.1,0,100,6.75,1,11,0,1,0
107.24,7,15.32,0,174,20.68,1,20,0,1,0
171.17,2,85.58,0,511,36.12,1,19,0,1,0
184.36,2,92.18,0,341,14.11,1,15,0,2,0
80.83,5,16.17,0,320,24.55,1,15,0,1,0
277.51,4,69.38,0,764,34.96,1,6,0,0,0
148.61,5,29.72,0,148,32.33,1,6,0,2,0
146.87,3,48.96,0,137,27.19,1,8,0,1,0
122.62,3,40.87,0,159,27.1,1,16,0,1,0
152.42,4,38.1,0,240,18.51,1,18,0,0,0
159.93,2,79.97,0,47,54.12,1,20,0,2,0
42.87,3,14.29,0,58,5.46,1,10,0,0,0
66.55,4,16.64,0,200,1.0,1,19,0,0,0
158.79,3,52.93,0,114,27.49,1,19,0,0,0
50.13,6,8.36,0,224,33.08,1,14,0,0,0
168.02,5,33.6,0,150,36.31,1,11,0,0,0
152.63,5,30.53,0,374,11.51,1,6,0,1,0
190.21,4,47.55,0,173,27.01,1,19,0,0,0
33.01,2,16.5,0,406,8.41,1,8,0,1,0
112.05,4,28.01,0,164,13.98,1,12,0,0,0
109.47,3,36.49,0,300,18.72,1,12,0,0,0
183.53,5,36.71,0,65,29.45,1,21,0,0,0
16.12,3,5.37,0,30,17.52,1,22,0,2,0
165.6,2,82.8,0,32,36.45,1,6,0,0,0
149.08,7,21.3,0,70,12.3,1,7,0,0,0
61.87,8,7.73,0,257,2.5,1,10,0,1,0
141.33,4,35.33,0,156,45.49,1,14,0,0,0
288.13,5,57.63,0,271,51.76,1,17,0,0,0
131.72,4,32.93,0,566,2.85,1,17,0,0,0
77.88,5,15.58,0,51,17.24,1,22,0,0,0
120.67,4,30.17,0,92,1.0,1,6,0,1,0
83.5,5,16.7,0,59,33.89,1,13,0,0,0
1006.83,4,53.06,0,201,1143.72,1,8,0,1,1
139.36,4,34.84,0,394,41.58,1,10,0,0,0
251.51,4,62.88,0,98,20.01,1,20,0,2,0
242.84,4,60.71,0,33,1.0,1,19,0,0,0
189.47,4,47.37,0,127,21.42,1,7,0,0,0
157.59,3,52.53,0,35,28.83,1,12,0,1,0
92.23,4,23.06,0,369,13.94,1,18,0,1,0
156.85,1,156.85,0,79,1.0,1,19,0,0,0
86.44,4,21.61,0,57,5.54,1,19,0,0,0
80.0,2,40.0,0,1308,18.37,1,22,0,0,0
157.21,4,39.3,0,97,39.68,1,16,0,1,0
129.29,4,32.32,0,59,9.97,1,10,0,0,0
76.11,4,19.03,0,63,14.42,1,22,0,0,0
161.58,5,32.32,0,445,8.47,1,10,0,1,0
67.43,5,13.49,0,216,20.49,1,15,0,0,0
115.45,3,38.48,0,57,1.0,1,9,0,0,0
131.64,7,18.81,0,112,7.06,1,14,0,0,0
51.99,7,7.43,0,49,41.15,1,20,0,1,0
21.64,4,5.41,0,599,54.15,1,10,0,0,0
167.68,3,55.89,0,103,1.0,1,11,0,0,0
126.34,4,31.59,0,40,24.92,1,17,0,0,0
148.04,3,49.35,0,201,34.22,1,18,0,0,0
90.53,6,15.09,0,1219,45.82,1,12,0,0,0
91.34,2,45.67,0,159,6.17,1,12,0,0,0
10.0,3,3.33,0,38,46.95,1,10,0,0,0
71.32,7,10.19,0,243,23.91,1,6,0,0,0
97.61,3,32.54,0,122,17.72,1,18,0,0,0
138.47,5,27.69,0,343,22.35,1,8,0,0,0
146.43,4,36.61,0,355,11.22,1,18,0,0,0
88.53,2,44.27,0,171,45.28,1,6,0,1,0
37.9,6,6.32,0,760,6.2,1,8,0,0,0
37.62,4,9.4,0,34,34.9,1,15,0,0,0
141.59,5,28.32,0,110,10.22,1,10,0,0,0
147.39,6,24.56,0,834,33.35,1,12,0,1,0
121.88,3,40.63,0,74,25.95,1,18,0,1,0
111.73,6,18.62,0,252,12.47,1,7,0,0,0
25.64,3,8.55,0,397,25.7,1,22,0,0,0
165.21,3,55.07,0,391,15.78,1,21,0,0,0
180.28,4,45.07,0,286,15.73,1,15,0,2,0
93.52,6,15.59,0,283,38.94,1,21,0,0,0
184.11,2,92.06,0,74,23.67,1,7,0,1,0
109.34,5,21.87,0,440,7.04,1,7,0,0,0
66.76,4,16.69,0,208,36.58,1,9,0,1,0
43.44,3,14.48,0,371,25.09,1,8,0,1,0
223.07,2,111.53,0,59,8.68,1,19,0,0,0
51.34,5,10.27,0,427,25.86,1,9,0,2,0
135.05,3,45.02,0,76,41.05,1,16,0,1,0
187.6,3,62.53,0,377,2.7,1,14,0,0,0
214.77,2,107.39,0,108,17.16,1,11,0,0,0
33.94,3,11.31,0,159,16.08,1,16,0,0,0
96.77,4,24.19,0,341,17.5,1,16,0,0,0
88.51,3,29.5,0,106,1.0,1,8,0,1,0
183.39,3,61.13,0,81,28.46,1,21,0,1,0
101.12,5,20.22,0,163,47.95,1,14,0,0,0
33.71,4,8.43,0,125,21.16,1,15,0,0,0
162.37,5,32.47,0,126,29.29,1,11,0,1,0
54.19,6,9.03,0,77,37.33,1,20,0,2,0
140.84,1,140.84,0,476,29.29,1,22,0,0,0
179.36,6,29.89,0,81,38.55,1,9,0,0,0
102.5,2,51.25,0,357,20.68,1,10,0,1,0
81.11,4,20.28,0,58,57.21,1,19,0,0,0
106.06,3,35.35,0,123,31.46,1,8,0,0,0
126.75,5,25.35,0,248,31.68,1,18,0,0,0
91.03,2,45.52,0,467,28.6,1,13,0,0,0
95.84,1,95.84,0,76,17.39,1,15,0,0,0
98.12,4,24.53,0,131,19.41,1,18,0,1,0
103.47,2,51.73,0,416,19.21,1,12,0,0,0
114.42,1,114.42,0,122,9.35,1,6,0,0,0
114.11,5,22.82,0,566,56.84,1,9,0,2,0
129.61,3,43.2,0,323,13.62,1,20,0,0,0
101.33,4,25.33,0,359,14.6,1,19,0,1,0
118.48,3,39.49,0,498,15.69,1,17,0,0,0
10.0,7,1.43,0,180,20.97,1,17,0,1,0
28.81,6,4.8,0,360,14.92,1,10,0,1,0
125.94,3,41.98,0,159,25.72,1,13,0,1,0
16.17,7,2.31,0,49,14.96,1,11,0,1,0
62.37,8,7.8,0,178,30.93,1,20,0,0,0
60.65,3,20.22,0,41,25.63,1,12,0,1,0
151.44,7,21.63,0,59,10.93,1,12,0,2,0
35.58,2,17.79,0,55,1.0,1,22,0,1,0
77.46,3,25.82,0,104,30.04,1,11,0,0,0
218.97,4,54.74,0,205,41.06,1,21,0,0,0
51.32,2,25.66,0,59,36.12,1,16,0,0,0
149.77,2,74.89,0,43,25.66,1,22,0,0,0
189.04,5,37.81,0,261,4.42,1,22,0,1,0
98.37,4,24.59,0,42,32.67,1,12,0,0,0
73.95,4,18.49,0,186,25.44,1,16,0,0,0
58.11,6,9.69,0,1039,17.06,1,22,0,2,0
10.0,4,2.5,0,141,38.71,1,7,0,0,0
108.08,6,18.01,0,113,1.0,1,13,0,1,0
134.95,2,67.47,0,115,11.6,1,15,0,1,0
87.1,5,17.42,0,45,28.99,1,20,0,0,0
144.81,3,48.27,0,460,53.15,1,14,0,0,0
161.15,3,53.72,0,63,1.0,1,21,0,0,0
73.5,1,73.5,0,49,45.52,1,12,0,0,0
142.55,5,28.51,0,185,31.6,1,16,0,0,0
10.0,2,5.0,0,69,43.91,1,11,0,0,0
185.29,4,46.32,0,50,1.0,1,6,0,0,0
112.15,3,37.38,0,66,16.5,1,17,0,0,0
111.85,4,27.96,0,44,19.77,1,21,0,1,0
205.72,4,51.43,0,94,75.65,1,18,0,1,0
178.19,7,25.46,0,593,40.72,1,8,0,0,0
122.96,3,40.99,0,293,35.84,1,18,0,1,0
10.0,5,2.0,0,197,23.5,1,15,0,0,0
130.18,2,65.09,0,273,26.34,1,12,0,0,0
111.92,2,55.96,0,76,43.81,1,8,0,1,0
136.47,3,45.49,0,387,22.26,1,14,0,1,0
50.65,4,12.66,0,190,20.99,1,8,0,0,0
163.07,5,32.61,0,212,5.9,1,15,0,1,0
120.54,4,30.14,0,427,49.83,1,6,0,0,0
10.0,5,2.0,0,297,5.58,1,13,0,0,0
123.63,2,61.81,0,238,5.09,1,15,0,0,0
138.99,3,46.33,0,342,26.27,1,9,0,0,0
121.98,8,15.25,0,103,22.49,1,14,0,0,0
202.79,4,50.7,0,197,14.95,1,13,0,2,0
80.8,4,20.2,0,922,19.96,1,7,0,0,0
179.84,6,29.97,0,391,19.4,1,13,0,0,0
88.02,4,22.0,0,111,13.31,1,18,0,0,0
156.81,8,19.6,0,361,7.86,1,12,0,2,0
75.76,6,12.63,0,352,13.2,1,21,0,0,0
92.93,5,18.59,0,95,33.28,1,22,0,1,0
172.87,2,86.44,0,149,19.3,1,16,0,0,0
113.14,1,113.14,0,225,15.17,1,10,0,0,0
103.11,3,34.37,0,305,1.0,1,9,0,1,0
22.22,5,4.44,0,56,33.28,1,22,0,2,0
68.16,2,34.08,0,171,28.67,1,12,0,0,0
24.58,3,8.19,0,136,25.89,1,17,0,2,0
158.06,3,52.69,0,306,6.03,1,16,0,0,0
92.93,3,30.98,0,129,41.48,1,16,0,0,0
77.47,8,9.68,0,53,38.3,1,6,0,2,0
138.03,8,17.25,0,172,1.0,1,11,0,0,0
179.32,3,59.77,0,149,31.71,1,8,0,1,0
96.93,3,32.31,0,195,36.22,1,14,0,1,0
245.26,2,122.63,0,73,10.47,1,6,0,0,0
16.22,6,2.7,0,225,26.72,1,13,0,0,0
132.07,6,22.01,0,767,28.63,1,17,0,2,0
129.81,4,32.45,0,37,26.93,1,13,0,1,0
65.51,1,65.51,0,86,15.89,1,21,0,0,0
127.17,4,31.79,0,160,42.84,1,13,0,0,0
13.43,4,3.36,0,50,29.0,1,21,0,1,0
46.37,5,9.27,0,170,29.74,1,6,0,1,0
185.48,4,46.37,0,910,34.14,1,19,0,1,0
98.4,5,19.68,0,285,39.01,1,12,0,0,0
82.96,5,16.59,0,467,15.72,1,13,0,1,0
154.96,2,77.48,0,199,5.02,1,20,0,0,0
89.36,4,22.34,0,517,42.11,1,20,0,1,0
172.8,4,43.2,0,384,14.72,1,19,0,0,0
113.45,7,16.21,0,45,20.04,1,15,0,1,0
84.15,7,12.02,0,242,41.17,1,19,0,0,0
196.56,4,49.14,0,250,22.11,1,12,0,0,0
205.11,6,34.19,0,122,1.0,1,11,0,1,0
160.42,2,80.21,0,149,24.46,1,11,0,1,0
59.85,4,14.96,0,181,20.88,1,14,0,1,0
122.93,2,61.47,0,199,25.61,1,8,0,0,0
30.17,3,10.06,0,88,27.61,1,13,0,0,0
175.88,10,17.59,0,141,28.44,1,15,0,2,0
111.71,4,27.93,0,50,15.74,1,18,0,0,0
147.13,5,29.43,0,142,17.83,1,16,0,0,0
157.35,2,78.67,0,65,55.12,1,19,0,0,0
189.91,6,31.65,0,130,20.71,1,18,0,1,0
123.8,2,61.9,0,195,23.42,1,16,0,1,0
133.25,4,33.31,0,67,35.6,1,7,0,0,0
111.38,6,18.56,0,147,22.52,1,6,0,0,0
81.48,6,13.58,0,35,1.0,1,6,0,1,0
87.75,4,21.94,0,123,17.17,1,21,0,0,0
149.96,3,49.99,0,93,17.17,1,20,0,1,0
216.51,7,30.93,0,134,21.63,1,13,0,1,0
87.18,3,29.06,0,56,14.87,1,15,0,0,0
64.26,9,7.14,0,132,1.0,1,18,0,0,0
69.9,3,23.3,0,70,48.8,1,17,0,1,0
157.57,5,31.51,0,117,55.69,1,11,0,1,0
185.37,1,185.37,0,59,35.43,1,11,0,1,0
188.94,3,62.98,0,64,15.65,1,9,0,0,0
153.58,6,25.6,0,55,27.81,1,14,0,1,0
19.03,1,19.03,0,34,45.83,1,21,0,0,0
71.22,2,35.61,0,72,22.6,1,20,0,1,0
180.38,3,60.13,0,131,49.05,1,6,0,0,0
173.36,5,34.67,0,257,8.8,1,13,0,0,0
140.98,4,35.24,0,82,27.0,1,21,0,2,0
94.99,7,13.57,0,731,27.52,1,12,0,1,0
